Investing $80 Per Week,,,,,,,,,,FINANCIAL 15 SPLIT CORP. (XTSE:FTN), $12.75 ,0.1257,,
,,,,Dividend Amount,Shares Owned,Dividend collected,Monies added - Parents,Monies added - George,Worth,,,,,
,,,December,0.1257,185782.19,23352.82,80.00,,"$2,368,722.86",,,,,
,2053,,January,0.1257,187620.05,23583.84,80.00,,"$2,392,155.69",,,,,
,,,February,0.1257,189476.04,23817.14,80.00,,"$2,415,819.53",,,,,
,,,March,0.1257,191350.33,24052.74,80.00,,"$2,439,716.66",,,,,
,,,April,0.1257,193243.09,24290.66,80.00,,"$2,463,849.40",,,,,
,,62,May,0.1257,195154.51,24530.92,80.00,,"$2,488,220.06",,,,,
,,,June,0.1257,197084.78,24773.56,80.00,,"$2,512,830.98",,,,,
,,,July,0.1257,199034.08,25018.58,80.00,,"$2,537,684.54",,,,,
,,,August,0.1257,201002.60,25266.03,80.00,,"$2,562,783.12",,,,,
,,,September,0.1257,202990.52,25515.91,80.00,,"$2,588,129.15",,,,,
,,,October,0.1257,204998.04,25768.25,80.00,,"$2,613,725.06",,,,,
,,,November,0.1257,207025.36,26023.09,80.00,,"$2,639,573.31",,,,,
,,,December,0.1257,209072.66,26280.43,80.00,,"$2,665,676.40",,,,,
,2054,,January,0.1257,211140.14,26540.32,80.00,,"$2,692,036.83",,,,,
,,,February,0.1257,213228.01,26802.76,80.00,,"$2,718,657.15",,,,,
,,,March,0.1257,215336.46,27067.79,80.00,,"$2,745,539.91",,,,,
,,,April,0.1257,217465.70,27335.44,80.00,,"$2,772,687.70",,,,,
,,63,May,0.1257,219615.93,27605.72,80.00,,"$2,800,103.14",,,,,
,,,June,0.1257,221787.36,27878.67,80.00,,"$2,827,788.86",,,,,
,,,July,0.1257,223980.20,28154.31,80.00,,"$2,855,747.53",,,,,
,,,August,0.1257,226194.65,28432.67,80.00,,"$2,883,981.84",,,,,
,,,September,0.1257,228430.94,28713.77,80.00,,"$2,912,494.51",,,,,
,,,October,0.1257,230689.28,28997.64,80.00,,"$2,941,288.28",,,,,
,,,November,0.1257,232969.88,29284.31,80.00,,"$2,970,365.92",,,,,
,,,December,0.1257,235272.96,29573.81,80.00,,"$2,999,730.24",,,,,
,2055,,January,0.1257,237598.75,29866.16,80.00,,"$3,029,384.05",,,,,
,,,February,0.1257,239947.47,30161.40,80.00,,"$3,059,330.21",,,,,
,,,March,0.1257,242319.34,30459.54,80.00,,"$3,089,571.61",,,,,
,,,April,0.1257,244714.60,30760.63,80.00,,"$3,120,111.15",,,,,
,,64,May,0.1257,247133.47,31064.68,80.00,,"$3,150,951.77",,,,,
,,,June,0.1257,249576.19,31371.73,80.00,,"$3,182,096.45",,,,,
,,,July,0.1257,252042.99,31681.80,80.00,,"$3,213,548.18",,,,,
,,,August,0.1257,254534.12,31994.94,80.00,,"$3,245,309.98",,,,,
,,,September,0.1257,257049.80,32311.16,80.00,,"$3,277,384.92",,,,,
,,,October,0.1257,259590.28,32630.50,80.00,,"$3,309,776.08",,,,,
,,,November,0.1257,262155.81,32952.99,80.00,,"$3,342,486.58",,,,,
,,,December,0.1257,264746.63,33278.65,80.00,,"$3,375,519.57",,,,,
,2056,,January,0.1257,267363.00,33607.53,80.00,,"$3,408,878.22",,,,,
,,,February,0.1257,270005.16,33939.65,80.00,,"$3,442,565.75",,,,,
,,,March,0.1257,272673.36,34275.04,80.00,,"$3,476,585.39",,,,,
,,,April,0.1257,275367.88,34613.74,80.00,,"$3,510,940.44",,,,,
,,65,May,0.1257,278088.96,34955.78,80.00,,"$3,545,634.18",,"$419,469.38",,,
,,,June,0.1257,280836.86,35301.19,80.00,,"$3,580,669.96",,,,,
,,,July,0.1257,283611.86,35650.01,80.00,,"$3,616,051.15",,,,,
,,,August,0.1257,286414.21,36002.27,80.00,,"$3,651,781.16",,,,,
,,,September,0.1257,289244.19,36357.99,80.00,,"$3,687,863.43",,,,,
,,,October,0.1257,292102.07,36717.23,80.00,,"$3,724,301.42",,,,,
,,,November,0.1257,294988.13,37080.01,80.00,,"$3,761,098.66",,,,,
,,,December,0.1257,297902.64,37446.36,80.00,,"$3,798,258.66",,,,,
,2057,,January,0.1257,300845.88,37816.33,80.00,,"$3,835,785.02",,,,,
,,,February,0.1257,303818.15,38189.94,80.00,,"$3,873,681.35",,,,,
,,,March,0.1257,306819.71,38567.24,80.00,,"$3,911,951.29",,,,,
,,,April,0.1257,309850.87,38948.25,80.00,,"$3,950,598.53",,,,,
,,66,May,0.1257,312911.90,39333.03,80.00,,"$3,989,626.78",,,,,
,,,June,0.1257,316003.12,39721.59,80.00,,"$4,029,039.81",,,,,
,,,July,0.1257,319124.82,40113.99,80.00,,"$4,068,841.40",,,,,
,,,August,0.1257,322277.29,40510.25,80.00,,"$4,109,035.39",,,,,
,,,September,0.1257,325460.84,40910.43,80.00,,"$4,149,625.65",,,,,
,,,October,0.1257,328675.77,41314.54,80.00,,"$4,190,616.07",,,,,
,,,November,0.1257,331922.40,41722.65,80.00,,"$4,232,010.62",,,,,
,,,December,0.1257,335201.04,42134.77,80.00,,"$4,273,813.26",,,,,
,2058,,January,0.1257,338512.00,42550.96,80.00,,"$4,316,028.04",,,,,
,,,February,0.1257,341855.61,42971.25,80.00,,"$4,358,658.99",,,,,
,,,March,0.1257,345232.18,43395.68,80.00,,"$4,401,710.24",,,,,
,,,April,0.1257,348642.03,43824.30,80.00,,"$4,445,185.93",,,,,
,,67,May,0.1257,352085.51,44257.15,80.00,,"$4,489,090.23",,,,,
,,,June,0.1257,355562.93,44694.26,80.00,,"$4,533,427.38",,,,,
,,,July,0.1257,359074.64,45135.68,80.00,,"$4,578,201.64",,,,,
,,,August,0.1257,362620.97,45581.46,80.00,,"$4,623,417.32",,,,,
,,,September,0.1257,366202.26,46031.62,80.00,,"$4,669,078.78",,,,,
,,,October,0.1257,369818.86,46486.23,80.00,,"$4,715,190.40",,,,,
,,,November,0.1257,373471.11,46945.32,80.00,,"$4,761,756.63",,,,,
,,,December,0.1257,377159.37,47408.93,80.00,,"$4,808,781.95",,,,,
,2059,,January,0.1257,380883.99,47877.12,80.00,,"$4,856,270.88",,,,,
,,,February,0.1257,384645.33,48349.92,80.00,,"$4,904,228.00",,,,,
,,,March,0.1257,388443.76,48827.38,80.00,,"$4,952,657.92",,,,,
,,,April,0.1257,392279.63,49309.55,80.00,,"$5,001,565.30",,,,,
,,68,May,0.1257,396153.32,49796.47,80.00,,"$5,050,954.85",,,,,
,,,June,0.1257,400065.20,50288.20,80.00,,"$5,100,831.32",,,,,
,,,July,0.1257,404015.65,50784.77,80.00,,"$5,151,199.52",,,,,
,,,August,0.1257,408005.04,51286.23,80.00,,"$5,202,064.29",,,,,
,,,September,0.1257,412033.77,51792.64,80.00,,"$5,253,430.52",,,,,
,,,October,0.1257,416102.21,52304.05,80.00,,"$5,305,303.16",,,,,
,,,November,0.1257,420210.76,52820.49,80.00,,"$5,357,687.21",,,,,
,,,December,0.1257,424359.82,53342.03,80.00,,"$5,410,587.70",,,,,
,2060,,January,0.1257,428549.78,53868.71,80.00,,"$5,464,009.73",,,,,
,,,February,0.1257,432781.05,54400.58,80.00,,"$5,517,958.44",,,,,
,,,March,0.1257,437054.04,54937.69,80.00,,"$5,572,439.02",,,,,
,,,April,0.1257,441369.15,55480.10,80.00,,"$5,627,456.71",,,,,
,,69,May,0.1257,445726.81,56027.86,80.00,,"$5,683,016.81",,,,,
,,,June,0.1257,450127.43,56581.02,80.00,,"$5,739,124.67",,,,,
,,,July,0.1257,454571.43,57139.63,80.00,,"$5,795,785.69",,,,,
,,,August,0.1257,459059.24,57703.75,80.00,,"$5,853,005.32",,,,,
,,,September,0.1257,463591.30,58273.43,80.00,,"$5,910,789.07",,,,,
,,,October,0.1257,468168.04,58848.72,80.00,,"$5,969,142.49",,,,,
,,,November,0.1257,472789.90,59429.69,80.00,,"$6,028,071.22",,,,,
,,,December,0.1257,477457.33,60016.39,80.00,,"$6,087,580.91",,,,,
,2061,,January,0.1257,482170.77,60608.87,80.00,,"$6,147,677.29",,,,,
,,,February,0.1257,486930.68,61207.19,80.00,,"$6,208,366.16",,,,,
,,,March,0.1257,491737.52,61811.41,80.00,,"$6,269,653.34",,,,,
,,,April,0.1257,496591.75,62421.58,80.00,,"$6,331,544.75",,,,,
,,70,May,0.1257,501493.83,63037.77,80.00,,"$6,394,046.33",,"$756,453.29",,,
,,,June,0.1257,506444.24,63660.04,80.00,,"$6,457,164.11",,,,,
,,,July,0.1257,511443.46,64288.44,80.00,,"$6,520,904.15",,,,,
,,,August,0.1257,516491.97,64923.04,80.00,,"$6,585,272.59",,,,,
,,,September,0.1257,521590.25,65563.89,80.00,,"$6,650,275.63",,,,,
,,,October,0.1257,526738.79,66211.07,80.00,,"$6,715,919.53",,,,,
,,,November,0.1257,531938.09,66864.62,80.00,,"$6,782,210.59",,,,,
,,,December,0.1257,537188.64,67524.61,80.00,,"$6,849,155.21",,,,,
,2062,,January,0.1257,542490.97,68191.11,80.00,,"$6,916,759.82",,,,,
,,,February,0.1257,547845.56,68864.19,80.00,,"$6,985,030.94",,,,,
,,,March,0.1257,553252.95,69543.90,80.00,,"$7,053,975.12",,,,,
,,,April,0.1257,558713.65,70230.31,80.00,,"$7,123,599.02",,,,,
,,71,May,0.1257,564228.18,70923.48,80.00,,"$7,193,909.32",,,,,
,,,June,0.1257,569797.08,71623.49,80.00,,"$7,264,912.81",,,,,
,,,July,0.1257,575420.89,72330.41,80.00,,"$7,336,616.30",,,,,
,,,August,0.1257,581100.13,73044.29,80.00,,"$7,409,026.71",,,,,
,,,September,0.1257,586835.37,73765.21,80.00,,"$7,482,150.99",,,,,
,,,October,0.1257,592627.15,74493.23,80.00,,"$7,555,996.20",,,,,
,,,November,0.1257,598476.03,75228.44,80.00,,"$7,630,569.43",,,,,
,,,December,0.1257,604382.58,75970.89,80.00,,"$7,705,877.87",,,,,
,2063,,January,0.1257,610347.35,76720.66,80.00,,"$7,781,928.76",,,,,
,,,February,0.1257,616370.94,77477.83,80.00,,"$7,858,729.42",,,,,
,,,March,0.1257,622453.90,78242.46,80.00,,"$7,936,287.25",,,,,
,,,April,0.1257,628596.84,79014.62,80.00,,"$8,014,609.70",,,,,
,,72,May,0.1257,634800.34,79794.40,80.00,,"$8,093,704.33",,,,,
,,,June,0.1257,641065.00,80581.87,80.00,,"$8,173,578.73",,,,,
,,,July,0.1257,647391.42,81377.10,80.00,,"$8,254,240.60",,,,,
,,,August,0.1257,653780.21,82180.17,80.00,,"$8,335,697.70",,,,,
,,,September,0.1257,660231.99,82991.16,80.00,,"$8,417,957.87",,,,,
,,,October,0.1257,666747.38,83810.15,80.00,,"$8,501,029.03",,,,,
,,,November,0.1257,673326.99,84637.20,80.00,,"$8,584,919.18",,,,,
,,,December,0.1257,679971.48,85472.42,80.00,,"$8,669,636.38",,,,,
,2064,,January,0.1257,686681.47,86315.86,80.00,,"$8,755,188.80",,,,,
,,,February,0.1257,693457.62,87167.62,80.00,,"$8,841,584.66",,,,,
,,,March,0.1257,700300.57,88027.78,80.00,,"$8,928,832.28",,,,,
,,,April,0.1257,707210.99,88896.42,80.00,,"$9,016,940.06",,,,,
,,73,May,0.1257,714189.53,89773.62,80.00,,"$9,105,916.48",,,,,
,,,June,0.1257,721236.87,90659.47,80.00,,"$9,195,770.11",,,,,
,,,July,0.1257,728353.69,91554.06,80.00,,"$9,286,509.58",,,,,
,,,August,0.1257,735540.68,92457.46,80.00,,"$9,378,143.64",,,,,
,,,September,0.1257,742798.52,93369.77,80.00,,"$9,470,681.11",,,,,
,,,October,0.1257,750127.91,94291.08,80.00,,"$9,564,130.88",,,,,
,,,November,0.1257,757529.57,95221.47,80.00,,"$9,658,501.96",,,,,
,,,December,0.1257,765004.19,96161.03,80.00,,"$9,753,803.42",,,,,
,2065,,January,0.1257,772552.51,97109.85,80.00,,"$9,850,044.45",,,,,
,,,February,0.1257,780175.24,98068.03,80.00,,"$9,947,234.30",,,,,
,,,March,0.1257,787873.12,99035.65,80.00,,"$10,045,382.33",,,,,
,,,April,0.1257,795646.90,100012.82,80.00,,"$10,144,497.98",,,,,
,,74,May,0.1257,803497.32,100999.61,80.00,,"$10,244,590.80",,,,,
,,,June,0.1257,811425.13,101996.14,80.00,,"$10,345,670.41",,,,,
,,,July,0.1257,819431.10,103002.49,80.00,,"$10,447,746.55",,,,,
,,,August,0.1257,827516.00,104018.76,80.00,,"$10,550,829.04",,,,,
,,,September,0.1257,835680.61,105045.05,80.00,,"$10,654,927.80",,,,,
,,,October,0.1257,843925.71,106081.46,80.00,,"$10,760,052.85",,,,,
,,,November,0.1257,852252.10,107128.09,80.00,,"$10,866,214.31",,,,,
,,,December,0.1257,860660.58,108185.03,80.00,,"$10,973,422.40",,,,,
,2066,,January,0.1257,869151.96,109252.40,80.00,,"$11,081,687.44",,,,,
,,,February,0.1257,877727.05,110330.29,80.00,,"$11,191,019.84",,,,,
,,,March,0.1257,886386.68,111418.81,80.00,,"$11,301,430.13",,,,,
,,,April,0.1257,895131.68,112518.05,80.00,,"$11,412,928.93",,,,,
,,75,May,0.1257,903962.90,113628.14,80.00,,"$11,525,526.99",,"$1,363,537.64",,,
,,,June,0.1257,912881.19,114749.17,80.00,,"$11,639,235.12",,,,,
,,,July,0.1257,921887.40,115881.25,80.00,,"$11,754,064.29",,,,,
,,,August,0.1257,930982.39,117024.49,80.00,,"$11,870,025.53",,,,,
,,,September,0.1257,940167.06,118179.00,80.00,,"$11,987,130.02",,,,,
,,,October,0.1257,949442.28,119344.89,80.00,,"$12,105,389.02",,,,,
,,,November,0.1257,958808.93,120522.28,80.00,,"$12,224,813.91",,,,,
,,,December,0.1257,968267.94,121711.28,80.00,,"$12,345,416.20",,,,,
,2067,,January,0.1257,977820.19,122912.00,80.00,,"$12,467,207.48",,,,,
,,,February,0.1257,987466.63,124124.55,80.00,,"$12,590,199.47",,,,,
,,,March,0.1257,997208.16,125349.07,80.00,,"$12,714,404.03",,,,,
,,,April,0.1257,1007045.73,126585.65,80.00,,"$12,839,833.10",,,,,
,,,May,,,,,,,,,,,
,,,June,,,,,,,,,,,
,,,July,,,,,,,,,,,
,,,August,,,,,,,,,,,
,,,September,,,,,,,,,,,
,,,October,,,,,,,,,,,
,,,November,,,,,,,,,,,
,,,December,,,,,,,,,,,
